EH[3] Te[3] dEH[3] EH[3] Te[3] dEH[3]





One-dimensional model
Timestep=      2
j, (j+.5)*DNHI, y1H[j], y1He[j], EH[j], Te[j], EHII[j], THII[j], dEH[j], tauHIIe[j]
  33 8.37500E+17 0.998837877974902 0.998148 0.000763 74.283082663918165 0.000000 0.000000000000000 0.0000000000000000001527575179504332538943529447009679599812797121500556230162815030126921556075103581 0.0000000000000000004041971438860414536946779181819291143247627613005571204848886956995102082146331668
  34 8.62500E+17 0.998902307893985 0.998202 0.000732 71.333554873885959 0.000000 0.000000000000000 0.0000000000000000001466843995248687600095022491818821549397129180064268416140704776040593060315586627 0.0000000000000000003817877938820723893202643401518843711101725454752224856933007224313314509345218539
  35 8.87500E+17 0.998962359472395 0.998254 0.000704 68.527144331720024 0.000000 0.000000000000000 0.0000000000000000001409065765960829130996435488951766782894931809329359582126650618505436796112917364 0.0000000000000000003609017722733567482405659051285049210225981515884211350830845788095757598057389259
  36 9.12500E+17 0.999018386772362 0.998305 0.000676 65.855530425717504 0.000000 0.000000000000000 0.0000000000000000001354068233374896945823975691568903640474928208477562352647638466152102409978397191 0.0000000000000000003414157916109664586958492206303563461112747567484176306612519979921671620104461908
  37 9.37500E+17 0.999070711111882 0.998354 0.000650 63.310959465253354 0.000000 0.000000000000000 0.0000000000000000001301690937175638316130867507507805762273993631034579377195314897619482508162036538 0.0000000000000000003232179831825937450196618829083151620804888975360121905824883903335376089671626687
  38 9.62500E+17 0.999119624400331 0.998402 0.000625 60.886200773959473 0.000000 0.000000000000000 0.0000000000000000001251784294025178726519336486762921502183025723276503906114531794457889191107824445 0.0000000000000000003062067310185562352932152011994400569528433659917930360211402174286376975942403078
  39 9.87500E+17 0.999165392110378 0.998448 0.000601 58.574506519293195 0.000000 0.000000000000000 0.0000000000000000001204208755917890333922963736930989239662992050575163454489979741879324137698858976 0.0000000000000000002902896335002257268334497357182063820391136125410446334332847939663224678952246904
  40 1.01250E+18 0.999208255927808 0.998492 0.000579 56.369574940278348 0.000000 0.000000000000000 0.0000000000000000001158834040543957914094183317280068849691510607060172962333444157678741248673759401 0.0000000000000000002753825778935013925058219325193568572530029212624183001731359432540102716302499175
  41 1.03750E+18 0.999248436115927 0.998535 0.000557 54.265516666742123 0.000000 0.000000000000000 0.0000000000000000001115538427046788660042350362718797025863651093034070011476843742315168128698132932 0.0000000000000000002614089148812688205465698789802897535711163561667104296773467275727398373419418931
  42 1.06250E+18 0.999286133626902 0.998577 0.000536 52.256823852006114 0.000000 0.000000000000000 0.0000000000000000001074208111195197301514005407899534006109867073581724968532602471071868421859107912 0.0000000000000000002482987217054508757255496721544339762267776328059963944494548115926590980961918831
  43 1.08750E+18 0.999321531988584 0.998618 0.000517 50.338341866949889 0.000000 0.000000000000000 0.0000000000000000001034736614564673720217154295434572587699591125736684274222937363063579141453374177 0.0000000000000000002359881438776453275446766420567864245100171249034276847386659703431632806314155459
  44 1.11250E+18 0.999354798992020 0.998657 0.000498 48.505243326901322 0.000000 0.000000000000000 0.0000000000000000000997024242839328768519888835032905833763445999002189036857640713762407358444761485 0.0000000000000000002244188066013759246173944432031908962908167708882385031968209609942732640774920583
  45 1.13750E+18 0.999386088201915 0.998695 0.000480 46.753004244117783 0.000000 0.000000000000000 0.0000000000000000000960977588812316999866064683786583942207137711219557061736312730815257054928224534 0.0000000000000000002135372880907835477244149585226491601887885799481637985434978599386113273794762790
  46 1.16250E+18 0.999415540309721 0.998732 0.000463 45.077382117926447 0.000000 0.000000000000000 0.0000000000000000000926509076083282100745095156451156809130698532841468738514845160381128152948804200 0.0000000000000000002032946478809909236088726215094575787459943585010378676487807769746041230973787606
  47 1.18750E+18 0.999443284346751 0.998767 0.000446 43.474395792054615 0.000000 0.000000000000000 0.0000000000000000000893536539830448114258635105656723293345718121594786905684953959294603009766433388 0.0000000000000000001936460040340985819436050684282175285507686963646151374375536935446007191785611212
  48 1.21250E+18 0.999469438772694 0.998802 0.000430 41.940306924492830 0.000000 0.000000000000000 0.0000000000000000000861982841377099694347311677484878238327423561897373241371539398514300955866929144 0.0000000000000000001845501538477126453374845913895419117503973366072771763318760562810894043650478125
  49 1.23750E+18 0.999494112453168 0.998835 0.000415 40.471602929533624 0.000000 0.000000000000000 0.0000000000000000000831775513580663245584006289689652887089147943852294726872070862455643691646400839 0.0000000000000000001759692332976927254996068927436678257817012124043855075990194780644060301710851490
  50 1.26250E+18 0.999517405538362 0.998868 0.000401 39.064981264569433 0.000000 0.000000000000000 0.0000000000000000000802846434350886004453859912989773986303972193049700780288074897228511872526723891 0.0000000000000000001678684109932050442951236680270137187394316846597767489517039063429137968341819942
  51 1.28750E+18 0.999539410253456 0.998899 0.000387 37.717334945941126 0.000000 0.000000000000000 0.0000000000000000000775131525854759929103397509457164335613519605358996125352155637244777608430013061 0.0000000000000000001602156129065039849259817674004881051438092978332099398409982260460537872859276831
  52 1.31250E+18 0.999560211610300 0.998929 0.000374 36.425739188720883 0.000000 0.000000000000000 0.0000000000000000000748570477192484913368410744292663582299026192268007564613319093638210688368417323 0.0000000000000000001529812745633804028767444788636276824071205892679970947400924785597453592345118523
  53 1.33750E+18 0.999579888048751 0.998959 0.000361 35.187439074896673 0.000000 0.000000000000000 0.0000000000000000000723106488533369295574025047971925382194126515611928818737241808634053086279891431 0.0000000000000000001461381177573759539543476934255319751262129466234178615073602269802677255938760936
  54 1.36250E+18 0.999598512015138 0.998988 0.000349 33.999838163102964 0.000000 0.000000000000000 0.0000000000000000000698686034885406518271699018337012898761140266815607082102890235120185025152750313 0.0000000000000000001396609491804369288531747412779062693586389845463392104900346435414348889025859535
  55 1.38750E+18 0.999616150484479 0.999015 0.000337 32.860487960889927 0.000000 0.000000000000000 0.0000000000000000000675258647839181124826869673481535420605409918572561783160074222465141247084829956 0.0000000000000000001335264786556498153277527557129346677089572971157974351844033300551473075756803155
  56 1.41250E+18 0.999632865432338 0.999042 0.000326 31.767078187635661 0.000000 0.000000000000000 0.0000000000000000000652776713777656658437992052015643517472061298124606700671312964345815998967736959 0.0000000000000000001277131549160047757855152407878569441313142858104517723093207504092561066499911249
  57 1.43750E+18 0.999648714261563 0.999068 0.000315 30.717427762641634 0.000000 0.000000000000000 0.0000000000000000000631195287179813934170478532611730576416656152879191090700194965990021955803968012 0.0000000000000000001222010170999406809764543118990862413593613984671477521934401799796887644333764911
  58 1.46250E+18 0.999663750188577 0.999093 0.000305 29.709476458784263 0.000000 0.000000000000000 0.0000000000000000000610471917769469143463771241816279035004491070846109460924788780999961090856231749 0.0000000000000000001169715603389482912685976526620242347008786380229994903215406942820209224009886384
  59 1.48750E+18 0.999678022593348 0.999118 0.000295 28.741277167379575 0.000000 0.000000000000000 0.0000000000000000000590566490372255955760037199874042605627065575645859394227771277385841131035704166 0.0000000000000000001120076139873141732132075855560852063050519885020772127559585129574770689941942692
  60 1.51250E+18 0.999691577336775 0.999142 0.000285 27.810988724709151 0.000000 0.000000000000000 0.0000000000000000000571441076444824974265772265811909027492456854780084139072693361072197149042040110 0.0000000000000000001072932312051998391531774633088983136175597506381172946497010167732355512271169573
  61 1.53750E+18 0.999704457048744 0.999165 0.000276 26.916869254998641 0.000000 0.000000000000000 0.0000000000000000000553059796331824223423916406183261042791018578278959766728051228312779130646958947 0.0000000000000000001028135887443769571256542247299590161961160985168975054698109472539613307162653655
  62 1.56250E+18 0.999716701389844 0.999187 0.000267 26.057269988580945 0.000000 0.000000000000000 0.0000000000000000000535388691389166444659063511121362039613183744740548580982875126466069559683091938 0.0000000000000000000985548959112230147145663615586801486037287229063890553731192012421047365933191031
  63 1.58750E+18 0.999728347289337 0.999209 0.000259 25.230629517554117 0.000000 0.000000000000000 0.0000000000000000000518395605187304064450515804052179742767931125938391374819921852967752329277573153 0.0000000000000000000945043117904583837912763883547369377483792677122313317852192460222227055055554956
  64 1.61250E+18 0.999739429161743 0.999230 0.000251 24.435468454488067 0.000000 0.000000000000000 0.0000000000000000000502050073076356692780798198011357385435588930284940860013231933578481402946636081 0.0000000000000000000906498699110721560074682626386876722416484577777017221308919481259636086178943515
  65 1.63750E+18 0.999749979104147 0.999250 0.000243 23.670384462687252 0.000000 0.000000000000000 0.0000000000000000000486323219456896486510277244464475044963695235119638063002109329424627048865659162 0.0000000000000000000869804096237910486188724522037053197626356979703826947589173634867165674222633243
  66 1.66250E+18 0.999760027076098 0.999270 0.000235 22.934047629193653 0.000000 0.000000000000000 0.0000000000000000000471187662156313917280287739906005239411877997987188347378192943004648896021535620 0.0000000000000000000834855135339643875538942019973495301608502714079830639599955066643133250181563199
  67 1.68750E+18 0.999769601063785 0.999289 0.000228 22.225196154153583 0.000000 0.000000000000000 0.0000000000000000000456617423361767502164977377335127728427722543888328863128170387319926248892443255 0.0000000000000000000801554504049307768885923472917267666725101607953183355595450088060260895872488618
  68 1.71250E+18 0.999778727230003 0.999308 0.000221 21.542632332386745 0.000000 0.000000000000000 0.0000000000000000000442587846607075300158564015835846267146699748651613522294756553066008564201183617 0.0000000000000000000769811230060520826140057980169399489311090664699085777365750171696845427504740655
