InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





One-dimensional model
Timestep=  12000
j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
   0 1.25000E+16 0.000000000000000 0.000000 0.131687 12839.180336653414997 0.122045 12839.180336648558296 0.000000 10186.856451424211627 0.000000 12839.176797150004859 0.009642 12839.180336653391350 0.0000000000
   1 3.75000E+16 0.000000000000000 0.000000 0.131558 12826.620811621740359 0.121926 12826.620811616816354 0.000000 10174.685861955829751 0.000000 12826.617244682374803 0.009632 12826.620811621723988 0.0000000000
   2 6.25000E+16 0.000000000000000 0.000000 0.131437 12814.827835398411480 0.121814 12814.827835393407440 0.000000 10163.069109777427002 0.000000 12814.824239739287805 0.009623 12814.827835398395109 0.0000000000
   3 8.75000E+16 0.000000000000000 0.000000 0.131324 12803.756099005711803 0.121709 12803.756099000631366 0.000000 10151.971795211797144 0.000000 12803.752473516104146 0.009615 12803.756099005693613 0.0000000000
   4 1.12500E+17 0.000000000000000 0.000000 0.131217 12793.360465739704523 0.121610 12793.360465734545869 0.000000 10141.359603732060350 0.000000 12793.356809439732388 0.009607 12793.360465739693609 0.0000000000
   5 1.37500E+17 0.000000000000000 0.000000 0.131117 12783.597068791892525 0.121517 12783.597068786642922 0.000000 10131.199199785065503 0.000000 12783.593380552678354 0.009600 12783.597068791870697 0.0000000000
   6 1.62500E+17 0.000000000000000 0.000000 0.131023 12774.423896995896939 0.121430 12774.423896990567300 0.000000 10121.458701690497037 0.000000 12774.420175682258559 0.009593 12774.423896995887844 0.0000000000
   7 1.87500E+17 0.000000000000000 0.000000 0.130934 12765.801090878827381 0.121348 12765.801090873408612 0.000000 10112.107921255326801 0.000000 12765.797335727580503 0.009586 12765.801090878807372 0.0000000000
   8 2.12500E+17 0.000000000000000 0.000000 0.130851 12757.691079283596991 0.121271 12757.691079278083635 0.000000 10103.118473006072236 0.000000 12757.687289001474710 0.009580 12757.691079283576983 0.0000000000
   9 2.37500E+17 0.000000000000000 0.000000 0.130773 12750.058610700591089 0.121198 12750.058610694990421 0.000000 10094.463798958886400 0.000000 12750.054784265525086 0.009575 12750.058610700571080 0.0000000000
  10 2.62500E+17 0.000000000000000 0.000000 0.130699 12742.870731802977389 0.121130 12742.870731797282133 0.000000 10086.119146823009942 0.000000 12742.866868236609662 0.009569 12742.870731802957380 0.0000000000
  11 2.87500E+17 0.000000000000000 0.000000 0.130630 12736.096725939842145 0.121066 12736.096725934041388 0.000000 10078.061518266627900 0.000000 12736.092824287026815 0.009564 12736.096725939811222 0.0000000000
  12 3.12500E+17 0.000000000000000 0.000000 0.130564 12729.708023925621092 0.121005 12729.708023919716652 0.000000 10070.269606023464803 0.000000 12729.704083019922109 0.009559 12729.708023925584712 0.0000000000
  13 3.37500E+17 0.000000000000000 0.000000 0.130502 12723.678092070853381 0.120948 12723.678092064863449 0.000000 10062.723654762086881 0.000000 12723.674111007774627 0.009555 12723.678092070837010 0.0000000000
  14 3.62500E+17 0.000000000000000 0.000000 0.130444 12717.982337072218797 0.120893 12717.982337066110631 0.000000 10055.405453931929515 0.000000 12717.978314794107064 0.009551 12717.982337072184237 0.0000000000
  15 3.87500E+17 0.000000000000000 0.000000 0.130389 12712.597977521183566 0.120842 12712.597977514978993 0.000000 10048.298184443108767 0.000000 12712.593912965539857 0.009547 12712.597977521161738 0.0000000000
  16 4.12500E+17 0.000000000000000 0.000000 0.130336 12707.503929158865503 0.120794 12707.503929152546334 0.000000 10041.386338208862071 0.000000 12707.499821407520358 0.009543 12707.503929158838218 0.0000000000
  17 4.37500E+17 0.000000000000000 0.000000 0.130287 12702.680692577372611 0.120748 12702.680692570946121 0.000000 10034.655625661755039 0.000000 12702.676540731037676 0.009539 12702.680692577345326 0.0000000000
  18 4.62500E+17 0.000000000000000 0.000000 0.130240 12698.110236628595885 0.120704 12698.110236622063894 0.000000 10028.092883310711841 0.000000 12698.106039604375837 0.009536 12698.110236628583152 0.0000000000
  19 4.87500E+17 0.000000000000000 0.000000 0.130196 12693.775893221316437 0.120663 12693.775893214657117 0.000000 10021.685989616174993 0.000000 12693.771649989563230 0.009532 12693.775893221287333 0.0000000000
