InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





One-dimensional model
Timestep=  12000
j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
   0 1.25000E+16 0.000000000000000 0.390552 0.090874 9120.784093081389074 0.086698 9120.615754499161994 0.000000 7581.126522715355350 0.002694 9184.273514530717875 0.004174 9120.783979726929829 0.0000000000
   1 3.75000E+16 0.000000000000000 0.393766 0.091342 9170.032931126908807 0.087166 9169.862279072798628 0.000000 7623.512731812044876 0.002731 9234.496528109862993 0.004175 9170.032815649672557 0.0000000000
   2 6.25000E+16 0.000000000000000 0.396992 0.091679 9206.098032396488634 0.087509 9205.925294163591388 0.000000 7654.765029962106382 0.002764 9271.430998711739448 0.004169 9206.097915070238741 0.0000000000
   3 8.75000E+16 0.000000000000000 0.400229 0.091905 9230.996858229271311 0.087745 9230.822229013916512 0.000000 7676.570134842861989 0.002794 9297.109321730518786 0.004158 9230.996739292060738 0.0000000000
   4 1.12500E+17 0.000000000000000 0.403478 0.092040 9246.819917986347718 0.087896 9246.643558292393209 0.000000 7690.679253616920505 0.002822 9313.638097781727993 0.004142 9246.819797635826035 0.0000000000
   5 1.37500E+17 0.000000000000000 0.406737 0.092104 9255.549056780255341 0.087979 9255.371093253015715 0.000000 7698.755214850268203 0.002848 9323.014843792556348 0.004123 9255.548935173599602 0.0000000000
   6 1.62500E+17 0.000000000000000 0.410008 0.092115 9258.936713516435702 0.088011 9258.757242192798003 0.000000 7702.270500567765339 0.002872 9327.006145457802631 0.004102 9258.936590773701028 0.0000000000
   7 1.87500E+17 0.000000000000000 0.413289 0.092087 9258.446490054464448 0.088006 9258.265580944087560 0.000000 7702.456654588680976 0.002895 9327.087619701613221 0.004079 9258.446366263797245 0.0000000000
   8 2.12500E+17 0.000000000000000 0.416580 0.092033 9255.243166696078333 0.087976 9255.060868776594361 0.000000 7700.295248704674123 0.002917 9324.433748174285938 0.004055 9255.243041919660755 0.0000000000
   9 2.37500E+17 0.000000000000000 0.419881 0.091960 9250.215748146154510 0.087928 9250.032094127669552 0.000000 7696.536707808931169 0.002939 9319.941033766801411 0.004030 9250.215622426021582 0.0000000000
