InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





One-dimensional model
Timestep=  12000
j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
  35 8.87500E+17 0.000000000000000 0.001289 0.149680 14594.793456121187774 0.138734 14594.792573188058668 0.000000 11491.780202873445887 0.000014 14595.117066500764849 0.010946 14594.793454947066493 0.0000000000
  36 9.12500E+17 0.000000000000000 0.001308 0.149625 14589.484338069900332 0.138683 14589.483442167675094 0.000000 11483.884711933467770 0.000014 14589.812392985442784 0.010942 14589.484336878520480 0.0000000000
  37 9.37500E+17 0.000000000000000 0.001328 0.149571 14584.280885147856679 0.138634 14584.279976075624290 0.000000 11476.054606828736723 0.000015 14584.613455023327333 0.010938 14584.280883938956322 0.0000000000
  38 9.62500E+17 0.000000000000000 0.001348 0.149519 14579.176082776142721 0.138585 14579.175160330963990 0.000000 11468.285015614921576 0.000015 14579.513238539519079 0.010933 14579.176081549436276 0.0000000000
  39 9.87500E+17 0.000000000000000 0.001368 0.149467 14574.163431980752648 0.138538 14574.162495957665669 0.000000 11460.571433030529079 0.000015 14574.505244784644674 0.010930 14574.163430735983638 0.0000000000
  40 1.01250E+18 0.000000000000000 0.001389 0.149416 14569.236914169820011 0.138491 14569.235964361725564 0.000000 11452.909701317981671 0.000015 14569.583455819054507 0.010926 14569.236912906699217 0.0000000000
  41 1.03750E+18 0.000000000000000 0.001410 0.149367 14564.390959828027917 0.138445 14564.389996025713117 0.000000 11445.295985054299308 0.000015 14564.742302463917440 0.010922 14564.390958546293405 0.0000000000
  42 1.06250E+18 0.000000000000000 0.001431 0.149317 14559.620412024958569 0.138399 14559.619434017004096 0.000000 11437.726747005741345 0.000016 14559.976628245838583 0.010918 14559.620410724319299 0.0000000000
  43 1.08750E+18 0.000000000000000 0.001452 0.149269 14554.920494921199861 0.138355 14554.919502493965410 0.000000 11430.198708779429580 0.000016 14555.281657919740610 0.010914 14554.920493601359340 0.0000000000
  44 1.11250E+18 0.000000000000000 0.001474 0.149221 14550.286807755976042 0.138311 14550.285800693571218 0.000000 11422.708901681129646 0.000016 14550.652991219620162 0.010910 14550.286806416666877 0.0000000000
  45 1.13750E+18 0.000000000000000 0.001496 0.149174 14545.715257221132561 0.138267 14545.714235305345937 0.000000 11415.254535424581263 0.000016 14546.086535237802309 0.010907 14545.715255862060076 0.0000000000
  46 1.16250E+18 0.000000000000000 0.001519 0.149127 14541.202059356797690 0.138224 14541.201022367054975 0.000000 11407.833054765400448 0.000017 14541.578507011323381 0.010903 14541.202057977656295 0.0000000000
  47 1.18750E+18 0.000000000000000 0.001542 0.149082 14536.743705286460681 0.138182 14536.742652999826532 0.000000 11400.442087778632413 0.000017 14537.125397690684622 0.010900 14536.743703886972071 0.0000000000
  48 1.21250E+18 0.000000000000000 0.001565 0.149036 14532.336962032819429 0.138140 14532.335894223897412 0.000000 11393.079492688579194 0.000017 14532.723975199178312 0.010896 14532.336960612676194 0.0000000000
  49 1.23750E+18 0.000000000000000 0.001589 0.148991 14527.978812835828649 0.138099 14527.977729276766695 0.000000 11385.743246727450241 0.000017 14528.371223585414555 0.010892 14527.978811394737932 0.0000000000
  50 1.26250E+18 0.000000000000000 0.001613 0.148947 14523.666466606995527 0.138058 14523.665367067391344 0.000000 11378.431487191377528 0.000018 14524.064352266161222 0.010889 14523.666465144624453 0.0000000000
  51 1.28750E+18 0.000000000000000 0.001637 0.148903 14519.397344063307173 0.138017 14519.396228310230072 0.000000 11371.142530652899950 0.000018 14519.800782411792170 0.010886 14519.397342579353790 0.0000000000
  52 1.31250E+18 0.000000000000000 0.001661 0.148859 14515.169039579443051 0.137977 14515.167907377373922 0.000000 11363.874785227682878 0.000018 14515.578109371779647 0.010882 14515.169038073618140 0.0000000000
  53 1.33750E+18 0.000000000000000 0.001686 0.148816 14510.979319134070465 0.137937 14510.978170244799912 0.000000 11356.626780227270501 0.000018 14511.394099826364254 0.010879 14510.979317606022960 0.0000000000
  54 1.36250E+18 0.000000000000000 0.001712 0.148773 14506.826119264960653 0.137898 14506.824953447630833 0.000000 11349.397190846668309 0.000019 14507.246690918012973 0.010875 14506.826117714383145 0.0000000000
  55 1.38750E+18 0.000000000000000 0.001737 0.148730 14502.707504386920846 0.137858 14502.706321397943611 0.000000 11342.184746177143097 0.000019 14503.133947929789429 0.010872 14502.707502813491374 0.0000000000
  56 1.41250E+18 0.000000000000000 0.001764 0.148688 14498.621691697091592 0.137820 14498.620491290115751 0.000000 11334.988314223570342 0.000019 14499.054088754202894 0.010869 14498.621690100493652 0.0000000000
  57 1.43750E+18 0.000000000000000 0.001790 0.148646 14494.567008510552114 0.137781 14494.565790436394309 0.000000 11327.806814354369635 0.000019 14495.005441465293188 0.010865 14494.567006890445555 0.0000000000
  58 1.46250E+18 0.000000000000000 0.001817 0.148605 14490.541898810268322 0.137743 14490.540662816889380 0.000000 11320.639247936091124 0.000020 14490.986450773925753 0.010862 14490.541897166302078 0.0000000000
  59 1.48750E+18 0.000000000000000 0.001844 0.148563 14486.544920818329047 0.137705 14486.543666650806699 0.000000 11313.484716324139299 0.000020 14486.995675979813313 0.010859 14486.544919150162968 0.0000000000
  60 1.51250E+18 0.000000000000000 0.001872 0.148522 14482.574717831921589 0.137667 14482.573445232408631 0.000000 11306.342349679960535 0.000020 14483.031760917674546 0.010855 14482.574716139237353 0.0000000000
  61 1.53750E+18 0.000000000000000 0.001900 0.148482 14478.630037036098656 0.137630 14478.628745743731997 0.000000 11299.211377768953753 0.000021 14479.093453842380768 0.010852 14478.630035318528826 0.0000000000
  62 1.56250E+18 0.000000000000000 0.001928 0.148441 14474.709694885872523 0.137592 14474.708384636791379 0.000000 11292.091050046365126 0.000021 14475.179571868235143 0.010849 14474.709693143082404 0.0000000000
  63 1.58750E+18 0.000000000000000 0.001957 0.148401 14470.812598252014141 0.137555 14470.811268779261809 0.000000 11284.980702108605328 0.000021 14471.289022919221679 0.010846 14470.812596483639936 0.0000000000
  64 1.61250E+18 0.000000000000000 0.001986 0.148361 14466.937713047147554 0.137518 14466.936364080662315 0.000000 11277.879686587737524 0.000022 14467.420773761621604 0.010842 14466.937711252830923 0.0000000000
  65 1.63750E+18 0.000000000000000 0.002016 0.148321 14463.084082979747109 0.137482 14463.082714246313117 0.000000 11270.787430258989843 0.000022 14463.573868879055226 0.010839 14463.084081159133348 0.0000000000
  66 1.66250E+18 0.000000000000000 0.002046 0.148281 14459.250802688284239 0.137445 14459.249413911462398 0.000000 11263.703371698142291 0.000022 14459.747403794295678 0.010836 14459.250800840989541 0.0000000000
  67 1.68750E+18 0.000000000000000 0.002076 0.148242 14455.437030748202233 0.137409 14455.435621648308370 0.000000 11256.627009889305555 0.000023 14455.940538548971745 0.010833 14455.437028873851887 0.0000000000
  68 1.71250E+18 0.000000000000000 0.002107 0.148203 14451.641977693892841 0.137373 14451.640547987968603 0.000000 11249.557875757616785 0.000023 14452.152484076932524 0.010830 14451.641975792124867 0.0000000000
  69 1.73750E+18 0.000000000000000 0.002139 0.148164 14447.864898339201318 0.137337 14447.863447740912306 0.000000 11242.495516339080496 0.000023 14448.382496357260607 0.010826 14447.864896409615540 0.0000000000
  70 1.76250E+18 0.000000000000000 0.002170 0.148125 14444.105098852462106 0.137301 14444.103627072110612 0.000000 11235.439530713978456 0.000024 14444.629882607317995 0.010823 14444.105096894685630 0.0000000000
  71 1.78750E+18 0.000000000000000 0.002203 0.148086 14440.361921076593717 0.137266 14440.360427821040503 0.000000 11228.389523711937727 0.000024 14440.893985508260812 0.010820 14440.361919090239098 0.0000000000
  72 1.81250E+18 0.000000000000000 0.002235 0.148047 14436.634752422050951 0.137230 14436.633237394680691 0.000000 11221.345142669395500 0.000024 14437.174193589264178 0.010817 14436.634750406721651 0.0000000000
  73 1.83750E+18 0.000000000000000 0.002268 0.148009 14432.923015068281529 0.137195 14432.921477968926411 0.000000 11214.306057181684082 0.000025 14433.469929973996841 0.010814 14432.923013023562817 0.0000000000
  74 1.86250E+18 0.000000000000000 0.002302 0.147971 14429.226160498687022 0.137160 14429.224601023630385 0.000000 11207.271944250922388 0.000025 14429.780647296025563 0.010811 14429.226158424195091 0.0000000000
  75 1.88750E+18 0.000000000000000 0.002336 0.147933 14425.543677759089405 0.137125 14425.542095600974790 0.000000 11200.242516818336298 0.000025 14426.105835688855223 0.010808 14425.543675654407707 0.0000000000
  76 1.91250E+18 0.000000000000000 0.002371 0.147895 14421.875084649338532 0.137090 14421.873479497124208 0.000000 11193.217505029615495 0.000026 14422.445013867885791 0.010804 14421.875082514043243 0.0000000000
  77 1.93750E+18 0.000000000000000 0.002406 0.147857 14418.219920748953882 0.137055 14418.218292287907389 0.000000 11186.196643673436483 0.000026 14418.797722836232424 0.010801 14418.219918582644823 0.0000000000
  78 1.96250E+18 0.000000000000000 0.002441 0.147819 14414.577758045636074 0.137021 14414.576105957208711 0.000000 11179.179697681502148 0.000026 14415.163535373503692 0.010798 14414.577755847871231 0.0000000000
  79 1.98750E+18 0.000000000000000 0.002477 0.147781 14410.948191287261579 0.136986 14410.946515249099320 0.000000 11172.166445414199188 0.000027 14411.542047234597703 0.010795 14410.948189057606214 0.0000000000
  80 2.01250E+18 0.000000000000000 0.002514 0.147744 14407.330831831495743 0.136952 14407.329131517390124 0.000000 11165.156667719860707 0.000027 14407.932871377595802 0.010792 14407.330829569540583 0.0000000000
  81 2.03750E+18 0.000000000000000 0.002551 0.147706 14403.725318776841959 0.136918 14403.723593856633670 0.000000 11158.150171321738526 0.000028 14404.335647695261287 0.010789 14403.725316482128619 0.0000000000
  82 2.06250E+18 0.000000000000000 0.002588 0.147669 14400.131308595766313 0.136883 14400.129558735330647 0.000000 11151.146773268937977 0.000028 14400.750034043678170 0.010786 14400.131306267867330 0.0000000000
  83 2.08750E+18 0.000000000000000 0.002626 0.147632 14396.548473396911504 0.136849 14396.546698258065589 0.000000 11144.146291334640409 0.000028 14397.175703524473647 0.010783 14396.548471035346665 0.0000000000
  84 2.11250E+18 0.000000000000000 0.002665 0.147595 14392.976505061198623 0.136815 14392.974704301721431 0.000000 11137.148565477933516 0.000029 14393.612349444198117 0.010780 14392.976502665540465 0.0000000000
  85 2.13750E+18 0.000000000000000 0.002704 0.147558 14389.415111022886776 0.136781 14389.413284296397251 0.000000 11130.153440755248084 0.000029 14390.059680259209927 0.010777 14389.415108592666002 0.0000000000
  86 2.16250E+18 0.000000000000000 0.002744 0.147521 14385.864013383274141 0.136748 14385.862160339200273 0.000000 11123.160771504961303 0.000030 14386.517419298053937 0.010773 14385.864010918019630 0.0000000000
  87 2.18750E+18 0.000000000000000 0.002784 0.147484 14382.322948349532453 0.136714 14382.321068633071263 0.000000 11116.170422859526298 0.000030 14382.985304135560000 0.010770 14382.322945848776726 0.0000000000
  88 2.21250E+18 0.000000000000000 0.002825 0.147448 14378.791665202346849 0.136681 14378.789758454380717 0.000000 11109.182260657174993 0.000030 14379.463085263139874 0.010767 14378.791662665609692 0.0000000000
  89 2.23750E+18 0.000000000000000 0.002866 0.147411 14375.269924063321014 0.136647 14375.267989920386754 0.000000 11102.196164933018736 0.000031 14375.950524262039835 0.010764 14375.269921490116758 0.0000000000
  90 2.26250E+18 0.000000000000000 0.002908 0.147375 14371.757500097532102 0.136614 14371.755538191753658 0.000000 11095.212020660601411 0.000031 14372.447397316009301 0.010761 14371.757497487362343 0.0000000000
  91 2.28750E+18 0.000000000000000 0.002950 0.147338 14368.254175730864517 0.136580 14368.252185689916587 0.000000 11088.229718835073072 0.000032 14368.953488283030310 0.010758 14368.254173083252681 0.0000000000
  92 2.31250E+18 0.000000000000000 0.002993 0.147302 14364.759745531811859 0.136547 14364.757726978823484 0.000000 11081.249155924399020 0.000032 14365.468593166442588 0.010755 14364.759742846246809 0.0000000000
  93 2.33750E+18 0.000000000000000 0.003037 0.147266 14361.274014642998736 0.136514 14361.271967196526020 0.000000 11074.270234833766153 0.000033 14361.992518246526743 0.010752 14361.274011918974793 0.0000000000
  94 2.36250E+18 0.000000000000000 0.003081 0.147230 14357.796794347023024 0.136481 14357.794717620963638 0.000000 11067.292862937107202 0.000033 14358.525076487530896 0.010749 14357.796791584009043 0.0000000000
  95 2.38750E+18 0.000000000000000 0.003126 0.147194 14354.327905316837132 0.136448 14354.325798920424859 0.000000 11060.316951831335246 0.000034 14355.066089729158193 0.010746 14354.327902514323796 0.0000000000
  96 2.41250E+18 0.000000000000000 0.003171 0.147158 14350.867178931130184 0.136415 14350.865042468823958 0.000000 11053.342419166971013 0.000034 14351.615390458613547 0.010743 14350.867176088593624 0.0000000000
  97 2.43750E+18 0.000000000000000 0.003217 0.147122 14347.414450478367144 0.136382 14347.412283549801941 0.000000 11046.369185415822358 0.000035 14348.172816042913837 0.010740 14347.414447595267120 0.0000000000
  98 2.46250E+18 0.000000000000000 0.003264 0.147086 14343.969563106165879 0.136349 14343.967365306112697 0.000000 11039.397173297540576 0.000035 14344.738210775440166 0.010736 14343.969560181971246 0.0000000000
  99 2.48750E+18 0.000000000000000 0.003311 0.147050 14340.532369466516684 0.136317 14340.530140384797051 0.000000 11032.426315104532478 0.000036 14341.311428444199919 0.010733 14340.532366500683565 0.0000000000
 100 2.51250E+18 0.000000000000000 0.003359 0.147015 14337.102724085034424 0.136284 14337.100463306469464 0.000000 11025.456540163264435 0.000036 14337.892325435112070 0.010730 14337.102721077009846 0.0000000000
 101 2.53750E+18 0.000000000000000 0.003407 0.146979 14333.680490963386546 0.136252 14333.678198067711492 0.000000 11018.487782896590943 0.000037 14334.480767212548017 0.010727 14333.680487912590252 0.0000000000
 102 2.56250E+18 0.000000000000000 0.003456 0.146943 14330.265538877567451 0.136219 14330.263213439422543 0.000000 11011.519983844793387 0.000037 14331.076623948312772 0.010724 14330.265535783450105 0.0000000000
 103 2.58750E+18 0.000000000000000 0.003506 0.146908 14326.857739447490530 0.136187 14326.855381036310064 0.000000 11004.553079754465216 0.000038 14327.679768735417383 0.010721 14326.857736309475513 0.0000000000
 104 2.61250E+18 0.000000000000000 0.003557 0.146872 14323.456973969674436 0.136155 14323.454582149628550 0.000000 10997.587018353147869 0.000038 14324.290084621057758 0.010718 14323.456970787185128 0.0000000000
 105 2.63750E+18 0.000000000000000 0.003608 0.146837 14320.063123741116215 0.136122 14320.060698071067236 0.000000 10990.621741039629342 0.000039 14320.907454296542710 0.010715 14320.063120513572358 0.0000000000
 106 2.66250E+18 0.000000000000000 0.003660 0.146802 14316.676076301986541 0.136090 14316.673616335381666 0.000000 10983.657197002603425 0.000039 14317.531766885453180 0.010712 14316.676073028775136 0.0000000000
 107 2.68750E+18 0.000000000000000 0.003712 0.146767 14313.295724290435828 0.136058 14313.293229575285295 0.000000 10976.693337091521244 0.000040 14314.162916804740235 0.010709 14313.295720970958428 0.0000000000
 108 2.71250E+18 0.000000000000000 0.003766 0.146731 14309.921964713823400 0.136026 14309.919434792620450 0.000000 10969.730113173360223 0.000040 14310.800802429475880 0.010706 14309.921961347479737 0.0000000000
 109 2.73750E+18 0.000000000000000 0.003820 0.146696 14306.554696324352335 0.135994 14306.552130733973172 0.000000 10962.767479448177255 0.000041 14307.445324451646229 0.010702 14306.554692910511221 0.0000000000
 110 2.76250E+18 0.000000000000000 0.003874 0.146661 14303.193821472004856 0.135962 14303.191219743697729 0.000000 10955.805389116419974 0.000042 14304.096386589068061 0.010699 14303.193818010064206 0.0000000000
 111 2.78750E+18 0.000000000000000 0.003930 0.146626 14299.839248518041131 0.135930 14299.836610177277180 0.000000 10948.843801085460655 0.000042 14300.753898974266122 0.010696 14299.839245007329737 0.0000000000
 112 2.81250E+18 0.000000000000000 0.003986 0.146591 14296.490886860305181 0.135898 14296.488211426811176 0.000000 10941.882674173140913 0.000043 14297.417772875996889 0.010693 14296.490883300215501 0.0000000000
 113 2.83750E+18 0.000000000000000 0.004043 0.146556 14293.148648946116737 0.135866 14293.145935933713190 0.000000 10934.921967657990535 0.000043 14294.087922334163522 0.010690 14293.148645335995752 0.0000000000
 114 2.86250E+18 0.000000000000000 0.004101 0.146522 14289.812451648836941 0.135835 14289.809700565401727 0.000000 10927.961643235661541 0.000044 14290.764265877120124 0.010687 14289.812447988027998 0.0000000000
 115 2.88750E+18 0.000000000000000 0.004159 0.146487 14286.482212027653077 0.135803 14286.479422375054128 0.000000 10921.001661896443693 0.000045 14287.446722379640050 0.010684 14286.482208315497701 0.0000000000
 116 2.91250E+18 0.000000000000000 0.004218 0.146452 14283.157852577545782 0.135771 14283.155023851559235 0.000000 10914.041989143981482 0.000045 14284.135216086380751 0.010681 14283.157848813370947 0.0000000000
 117 2.93750E+18 0.000000000000000 0.004278 0.146417 14279.839296533407833 0.135740 14279.836428223632538 0.000000 10907.082589615494726 0.000046 14280.829672241299704 0.010678 14279.839292716529599 0.0000000000
 118 2.96250E+18 0.000000000000000 0.004339 0.146383 14276.526469560778423 0.135708 14276.523561150585010 0.000000 10900.123428307255381 0.000047 14277.530018230352653 0.010674 14276.526465690501936 0.0000000000
 119 2.98750E+18 0.000000000000000 0.004401 0.146348 14273.219300567197934 0.135677 14273.216351533634224 0.000000 10893.164472632559409 0.000047 14274.236184762859921 0.010671 14273.219296642824702 0.0000000000
 120 3.01250E+18 0.000000000000000 0.004463 0.146314 14269.917719628991108 0.135646 14269.914729442711177 0.000000 10886.205690181592217 0.000048 14270.948103758310026 0.010668 14269.917715649817183 0.0000000000
 121 3.03750E+18 0.000000000000000 0.004526 0.146279 14266.621659190708669 0.135614 14266.618627315927370 0.000000 10879.247048821287535 0.000048 14267.665709514167247 0.010665 14266.621655156048291 0.0000000000
 122 3.06250E+18 0.000000000000000 0.004590 0.146245 14263.331053584879555 0.135583 14263.327979479206988 0.000000 10872.288518093169841 0.000049 14264.388938376014266 0.010662 14263.331049493981482 0.0000000000
 123 3.08750E+18 0.000000000000000 0.004655 0.146211 14260.045838901722163 0.135552 14260.042722016167318 0.000000 10865.330068391922396 0.000050 14261.117728251609151 0.010659 14260.045834753853342 0.0000000000
 124 3.11250E+18 0.000000000000000 0.004721 0.146176 14256.765952881583871 0.135521 14256.762792660450941 0.000000 10858.371669938254854 0.000051 14257.852019136273157 0.010656 14256.765948676009430 0.0000000000
 125 3.13750E+18 0.000000000000000 0.004788 0.146142 14253.491335695805901 0.135489 14253.488131576599699 0.000000 10851.413294446208965 0.000051 14254.591752812426421 0.010652 14253.491331431776416 0.0000000000
 126 3.16250E+18 0.000000000000000 0.004855 0.146108 14250.221928793438565 0.135458 14250.218680206819045 0.000000 10844.454914660760551 0.000052 14251.336872950883844 0.010649 14250.221924470211889 0.0000000000
 127 3.18750E+18 0.000000000000000 0.004924 0.146073 14246.957674166633296 0.135427 14246.954380536255485 0.000000 10837.496501603298384 0.000053 14248.087323451158227 0.010646 14246.957669783418169 0.0000000000
 128 3.21250E+18 0.000000000000000 0.004993 0.146039 14243.698516273572750 0.135396 14243.695177016090383 0.000000 10830.538029211140383 0.000053 14244.843050898844012 0.010643 14243.698511829597919 0.0000000000
 129 3.23750E+18 0.000000000000000 0.005064 0.146005 14240.444401079827003 0.135365 14240.441015604759741 0.000000 10823.579470887887510 0.000054 14241.604003346388708 0.010640 14240.444396574308485 0.0000000000
 130 3.26250E+18 0.000000000000000 0.005135 0.145971 14237.195275377585858 0.135335 14237.191843087242887 0.000000 10816.620801423836383 0.000055 14238.370129696440927 0.010637 14237.195270809721478 0.0000000000
 131 3.28750E+18 0.000000000000000 0.005207 0.145937 14233.951087242206995 0.135304 14233.947607531625181 0.000000 10809.661994342841354 0.000056 14235.141379933293138 0.010633 14233.951082611207312 0.0000000000
 132 3.31250E+18 0.000000000000000 0.005280 0.145903 14230.711785991205033 0.135273 14230.708258247997946 0.000000 10802.703025145898209 0.000056 14231.917705744606792 0.010630 14230.711781296233312 0.0000000000
 133 3.33750E+18 0.000000000000000 0.005354 0.145869 14227.477322888389608 0.135242 14227.473746492734790 0.000000 10795.743869396081209 0.000057 14228.699060496948732 0.010627 14227.477318128636398 0.0000000000
 134 3.36250E+18 0.000000000000000 0.005429 0.145835 14224.247648953283715 0.135211 14224.244023277788074 0.000000 10788.784502956872529 0.000058 14225.485397393480525 0.010624 14224.247644127914100 0.0000000000
