InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





One-dimensional model
Timestep=  12000
j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
   0 1.25000E+16 0.000000000000000 0.000000 0.271169 26438.331541967192607 0.251315 26438.331541967207158 0.000000 20976.198558277588745 0.000000 26438.324851358844171 0.019854 26438.331541967207158 0.0000000000
   1 3.75000E+16 0.000000000000000 0.000000 0.276270 26935.637933405232616 0.256042 26935.637933405221702 0.000000 21366.711371013891039 0.000000 26935.631071141106077 0.020227 26935.637933405225340 0.0000000000
   2 6.25000E+16 0.000000000000000 0.000000 0.281217 27417.960526020931866 0.260627 27417.960526020931866 0.000000 21745.093530319118145 0.000000 27417.953493062850612 0.020590 27417.960526020924590 0.0000000000
   3 8.75000E+16 0.000000000000000 0.000000 0.286003 27884.583158267261751 0.265063 27884.583158267250838 0.000000 22110.780637965730421 0.000000 27884.575955635049468 0.020940 27884.583158267250838 0.0000000000
   4 1.12500E+17 0.000000000000000 0.000000 0.290621 28334.880177894807275 0.269343 28334.880177894818189 0.000000 22463.280805880938715 0.000000 28334.872806820716505 0.021278 28334.880177894810913 0.0000000000
   5 1.37500E+17 0.000000000000000 0.000000 0.295067 28768.375194178515812 0.273464 28768.375194178508536 0.000000 22802.221306965566328 0.000000 28768.367655026260763 0.021604 28768.375194178515812 0.0000000000
   6 1.62500E+17 0.000000000000000 0.000000 0.299337 29184.686227842954395 0.277421 29184.686227842943481 0.000000 23127.304854272442753 0.000000 29184.678522369114944 0.021916 29184.686227842943481 0.0000000000
   7 1.87500E+17 0.000000000000000 0.000000 0.303429 29583.581037698721047 0.281213 29583.581037698710134 0.000000 23438.353525895174243 0.000000 29583.573167079721316 0.022216 29583.581037698713772 0.0000000000
   8 2.12500E+17 0.000000000000000 0.000000 0.307340 29964.922719556478114 0.284838 29964.922719556470838 0.000000 23735.265412621116411 0.000000 29964.914685237654339 0.022502 29964.922719556467200 0.0000000000
   9 2.37500E+17 0.000000000000000 0.000000 0.311071 30328.689125885350222 0.288296 30328.689125885342946 0.000000 24018.029991562296345 0.000000 30328.680929502832441 0.022775 30328.689125885339308 0.0000000000
  10 2.62500E+17 0.000000000000000 0.000000 0.314623 30674.966428171923326 0.291587 30674.966428171916050 0.000000 24286.722932629942079 0.000000 30674.958071601406118 0.023035 30674.966428171916050 0.0000000000
  11 2.87500E+17 0.000000000000000 0.000000 0.317996 31003.915789610677166 0.294714 31003.915789610662614 0.000000 24541.479535895119625 0.000000 31003.907273895641993 0.023282 31003.915789610662614 0.0000000000
  12 3.12500E+17 0.000000000000000 0.000000 0.321195 31315.791406019165152 0.297679 31315.791406019165152 0.000000 24782.509019252607686 0.000000 31315.782732982857851 0.023517 31315.791406019165152 0.0000000000
  13 3.37500E+17 0.000000000000000 0.000000 0.324222 31610.914887880928291 0.300484 31610.914887880939204 0.000000 25010.074100515823375 0.000000 31610.906058629891049 0.023738 31610.914887880942842 0.0000000000
  14 3.62500E+17 0.000000000000000 0.000000 0.327081 31889.667283518443583 0.303134 31889.667283518450859 0.000000 25224.484611403640884 0.000000 31889.658299137387075 0.023948 31889.667283518450859 0.0000000000
  15 3.87500E+17 0.000000000000000 0.000000 0.329777 32152.482548841071548 0.305632 32152.482548841056996 0.000000 25426.092270199533232 0.000000 32152.473410932896513 0.024145 32152.482548841056996 0.0000000000
  16 4.12500E+17 0.000000000000000 0.000000 0.332314 32399.836459728565387 0.307983 32399.836459728550835 0.000000 25615.281836483904044 0.000000 32399.827169622218207 0.024331 32399.836459728547197 0.0000000000
  17 4.37500E+17 0.000000000000000 0.000000 0.334698 32632.239068465361925 0.310192 32632.239068465343735 0.000000 25792.465090211873758 0.000000 32632.229627300410357 0.024505 32632.239068465336459 0.0000000000
  18 4.62500E+17 0.000000000000000 0.000000 0.336933 32850.226743227678526 0.312265 32850.226743227685802 0.000000 25958.074484220440354 0.000000 32850.217152015196916 0.024669 32850.226743227685802 0.0000000000
  19 4.87500E+17 0.000000000000000 0.000000 0.339027 33054.354909322260937 0.314205 33054.354909322260937 0.000000 26112.557360035803868 0.000000 33054.345168738102075 0.024822 33054.354909322268213 0.0000000000
  20 5.12500E+17 0.000000000000000 0.000000 0.340984 33245.192073600606818 0.316019 33245.192073600614094 0.000000 26256.371188902387075 0.000000 33245.182184623794456 0.024965 33245.192073600614094 0.0000000000
  21 5.37500E+17 0.000000000000000 0.000000 0.342811 33423.313972717951401 0.317712 33423.313972717936849 0.000000 26389.978913353494136 0.000000 33423.303935822077619 0.025099 33423.313972717936849 0.0000000000
  22 5.62500E+17 0.000000000000000 0.000000 0.344514 33589.298347627300245 0.319290 33589.298347627278417 0.000000 26513.844792269715981 0.000000 33589.288164499062987 0.025224 33589.298347627271141 0.0000000000
  23 5.87500E+17 0.000000000000000 0.000000 0.346098 33743.721092475680052 0.320758 33743.721092475672776 0.000000 26628.431338446614973 0.000000 33743.710762757473276 0.025340 33743.721092475658224 0.0000000000
  24 6.12500E+17 0.000000000000000 0.000000 0.347569 33887.152063852001447 0.322121 33887.152063852015999 0.000000 26734.195993648569129 0.000000 33887.141588079961366 0.025448 33887.152063852015999 0.0000000000
  25 6.37500E+17 0.000000000000000 0.000000 0.348933 34020.152228808590735 0.323385 34020.152228808598011 0.000000 26831.588864481323981 0.000000 34020.141607409204880 0.025547 34020.152228808605287 0.0000000000
  26 6.62500E+17 0.000000000000000 0.000000 0.350196 34143.270702625406557 0.324556 34143.270702625406557 0.000000 26921.050375246784824 0.000000 34143.259935562447936 0.025640 34143.270702625399281 0.0000000000
  27 6.87500E+17 0.000000000000000 0.000000 0.351363 34257.042942544670950 0.325637 34257.042942544670950 0.000000 27003.009840934715612 0.000000 34257.032029855821747 0.025725 34257.042942544656398 0.0000000000
  28 7.12500E+17 0.000000000000000 0.000000 0.352439 34361.988727817013569 0.326635 34361.988727817006293 0.000000 27077.883871578636899 0.000000 34361.977669199579395 0.025804 34361.988727816999017 0.0000000000
  29 7.37500E+17 0.000000000000000 0.000000 0.353430 34458.610975739567948 0.327553 34458.610975739582500 0.000000 27146.075438456777192 0.000000 34458.599770905988407 0.025877 34458.610975739589776 0.0000000000
  30 7.62500E+17 0.000000000000000 0.000000 0.354341 34547.394572284887545 0.328397 34547.394572284887545 0.000000 27207.972959319518850 0.000000 34547.383221039213822 0.025943 34547.394572284894821 0.0000000000
  31 7.87500E+17 0.000000000000000 0.000000 0.355176 34628.805728801795340 0.329171 34628.805728801809892 0.000000 27263.949795610264118 0.000000 34628.794230456012883 0.026005 34628.805728801817168 0.0000000000
  32 8.12500E+17 0.000000000000000 0.000000 0.355940 34703.291486468013318 0.329879 34703.291486468027870 0.000000 27314.363869858512771 0.000000 34703.279840741844964 0.026060 34703.291486468013318 0.0000000000
  33 8.37500E+17 0.000000000000000 0.000000 0.356637 34771.279511417276808 0.330525 34771.279511417276808 0.000000 27359.557514954707585 0.000000 34771.267717158458254 0.026112 34771.279511417284084 0.0000000000
  34 8.62500E+17 0.000000000000000 0.000000 0.357272 34833.177927856209863 0.331114 34833.177927856202587 0.000000 27399.857351890739665 0.000000 34833.165985351639392 0.026158 34833.177927856202587 0.0000000000
