InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





One-dimensional model
Timestep=  12000
j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
  11 2.87500E+17 0.000000000000000 0.000904 0.187591 18290.941060478635336 0.173868 18290.940284515625535 0.000000 14512.996959032030645 0.000012 18291.379046329300763 0.013723 18290.941059453281923 0.0000000000
  12 3.12500E+17 0.000000000000000 0.000917 0.188622 18391.403702418276225 0.174823 18391.402910792374314 0.000000 14589.804795543526780 0.000013 18391.853931220026425 0.013798 18391.403701372375508 0.0000000000
  13 3.37500E+17 0.000000000000000 0.000931 0.189517 18478.761754891133023 0.175654 18478.760947856018902 0.000000 14656.080340510226961 0.000013 18479.223733249724319 0.013864 18478.761753825056076 0.0000000000
  14 3.62500E+17 0.000000000000000 0.000944 0.190289 18554.008972718183941 0.176369 18554.008150502897479 0.000000 14712.619583748268269 0.000013 18554.482238263295585 0.013920 18554.008971632174507 0.0000000000
  15 3.87500E+17 0.000000000000000 0.000958 0.190947 18618.170280677531991 0.176979 18618.169443483413488 0.000000 14760.243296825061407 0.000013 18618.654406695011858 0.013968 18618.170279571866558 0.0000000000
  16 4.12500E+17 0.000000000000000 0.000972 0.191501 18672.274454769547447 0.177493 18672.273602768011187 0.000000 14799.775235939923732 0.000014 18672.769052545674640 0.014008 18672.274453644437017 0.0000000000
  17 4.37500E+17 0.000000000000000 0.000987 0.191963 18717.331142175426066 0.177921 18717.330275506777980 0.000000 14832.023809851312762 0.000014 18717.835863085845631 0.014042 18717.331141031027073 0.0000000000
  18 4.62500E+17 0.000000000000000 0.001001 0.192342 18754.312672783773451 0.178273 18754.311791556861863 0.000000 14857.767565729294802 0.000014 18754.827208964987221 0.014069 18754.312671620202309 0.0000000000
  19 4.87500E+17 0.000000000000000 0.001016 0.192657 18785.001797925349820 0.178565 18785.000902176849195 0.000000 14878.433863583510174 0.000014 18785.525936506117432 0.014092 18785.001796742675651 0.0000000000
  20 5.12500E+17 0.000000000000000 0.001031 0.192902 18808.907941134399152 0.178792 18808.907030934115028 0.000000 14893.630220331277087 0.000015 18809.441422672702174 0.014110 18808.907939932676527 0.0000000000
  21 5.37500E+17 0.000000000000000 0.001046 0.193089 18827.188195445141901 0.178966 18827.187270817066747 0.000000 14904.283375860281012 0.000015 18827.730820404889528 0.014123 18827.188194224407198 0.0000000000
  22 5.62500E+17 0.000000000000000 0.001062 0.193227 18840.629026895767311 0.179093 18840.628087833563768 0.000000 14911.023355267776424 0.000015 18841.180634348296735 0.014133 18840.629025655991427 0.0000000000
  23 5.87500E+17 0.000000000000000 0.001078 0.193322 18849.943622511564172 0.179182 18849.942668980333110 0.000000 14914.421646810515085 0.000015 18850.504088326993951 0.014140 18849.943621252721641 0.0000000000
  24 6.12500E+17 0.000000000000000 0.001094 0.193380 18855.635508974941331 0.179236 18855.634540920102154 0.000000 14914.882102076531737 0.000015 18856.204733389327885 0.014144 18855.635507696937566 0.0000000000
  25 6.37500E+17 0.000000000000000 0.001110 0.193407 18858.308708340431622 0.179261 18858.307725681250304 0.000000 14912.888898926183174 0.000016 18858.886625007875409 0.014146 18858.308707043139293 0.0000000000
  26 6.62500E+17 0.000000000000000 0.001127 0.193408 18858.434155044447834 0.179263 18858.433157679432043 0.000000 14908.819867834970864 0.000016 18859.020723208599520 0.014146 18858.434153727732337 0.0000000000
  27 6.87500E+17 0.000000000000000 0.001144 0.193387 18856.377772693307634 0.179243 18856.376760504557751 0.000000 14902.968888404013342 0.000016 18856.972971975115797 0.014144 18856.377771357008896 0.0000000000
  28 7.12500E+17 0.000000000000000 0.001161 0.193348 18852.570781463917228 0.179207 18852.569754312542500 0.000000 14895.681923154534161 0.000016 18853.174617399588897 0.014141 18852.570780107853352 0.0000000000
  29 7.37500E+17 0.000000000000000 0.001178 0.193293 18847.207475241302745 0.179156 18847.206432979248348 0.000000 14887.115727720283758 0.000017 18847.819963893831300 0.014137 18847.207473865277279 0.0000000000
  30 7.62500E+17 0.000000000000000 0.001196 0.193225 18840.668609826298052 0.179094 18840.667552285347483 0.000000 14877.575838275848582 0.000017 18841.289792028212105 0.014131 18840.668608430067252 0.0000000000
  31 7.87500E+17 0.000000000000000 0.001214 0.193148 18833.144909070273570 0.179022 18833.143836071689293 0.000000 14867.216027483977086 0.000017 18833.774837747096171 0.014126 18833.144907653608243 0.0000000000
  32 8.12500E+17 0.000000000000000 0.001232 0.193062 18824.795646190948901 0.178943 18824.794557546716533 0.000000 14856.164910988156407 0.000017 18825.434384696513007 0.014119 18824.795644753608940 0.0000000000
  33 8.37500E+17 0.000000000000000 0.001251 0.192970 18815.823107410753437 0.178858 18815.822002920514933 0.000000 14844.585334930918179 0.000018 18816.470733523619856 0.014112 18815.823105952447804 0.0000000000
  34 8.62500E+17 0.000000000000000 0.001270 0.192873 18806.401403229581774 0.178768 18806.400282681694080 0.000000 14832.617572340652259 0.000018 18807.058007534058561 0.014105 18806.401401750063087 0.0000000000
  35 8.87500E+17 0.000000000000000 0.001289 0.192772 18796.579503694465529 0.178675 18796.578366872905463 0.000000 14820.302022893563844 0.000018 18797.245180495647219 0.014097 18796.579502193424560 0.0000000000
  36 9.12500E+17 0.000000000000000 0.001308 0.192668 18786.490916986163938 0.178579 18786.489763665184000 0.000000 14807.746423615799358 0.000018 18787.165771191899694 0.014089 18786.490915463284182 0.0000000000
  37 9.37500E+17 0.000000000000000 0.001328 0.192562 18776.217839371311129 0.178481 18776.216669318204367 0.000000 14795.017519587559946 0.000019 18776.901983290277713 0.014081 18776.217837826308823 0.0000000000
  38 9.62500E+17 0.000000000000000 0.001348 0.192456 18765.828340188938455 0.178382 18765.827153164551419 0.000000 14782.170719206713329 0.000019 18766.521892260974710 0.014073 18765.828338621500734 0.0000000000
  39 9.87500E+17 0.000000000000000 0.001368 0.192348 18755.378432418463490 0.178283 18755.377228177669167 0.000000 14769.251751534313371 0.000019 18756.081516759804799 0.014065 18755.378430828226556 0.0000000000
  40 1.01250E+18 0.000000000000000 0.001389 0.192241 18744.913877832150320 0.178184 18744.912656124379282 0.000000 14756.298109349514561 0.000020 18745.626623533749807 0.014057 18744.913876218819496 0.0000000000
  41 1.03750E+18 0.000000000000000 0.001410 0.192133 18734.471756851558894 0.178084 18734.470517421101249 0.000000 14743.340303922042949 0.000020 18735.194297256774007 0.014049 18734.471755214814038 0.0000000000
  42 1.06250E+18 0.000000000000000 0.001431 0.192026 18724.081826781002746 0.177986 18724.080569367270073 0.000000 14730.402952916547292 0.000020 18724.814299587393180 0.014041 18724.081825120458234 0.0000000000
  43 1.08750E+18 0.000000000000000 0.001452 0.191920 18713.767682774512650 0.177888 18713.766407112401794 0.000000 14717.505709215522074 0.000020 18714.510228994000499 0.014033 18713.767681089833786 0.0000000000
  44 1.11250E+18 0.000000000000000 0.001474 0.191815 18703.547766925075848 0.177790 18703.546472745110805 0.000000 14704.664066835452104 0.000021 18704.300531131324533 0.014025 18703.547765215887921 0.0000000000
  45 1.13750E+18 0.000000000000000 0.001496 0.191711 18693.436214699635457 0.177694 18693.434901728207478 0.000000 14691.890042459794131 0.000021 18694.199344108139485 0.014017 18693.436212965585582 0.0000000000
  46 1.16250E+18 0.000000000000000 0.001519 0.191608 18683.443593206513469 0.177599 18683.442261165990203 0.000000 14679.192763544075206 0.000021 18684.217238116649241 0.014009 18683.443591447256040 0.0000000000
  47 1.18750E+18 0.000000000000000 0.001542 0.191507 18673.577512404299341 0.177505 18673.576161013152159 0.000000 14666.578961226008687 0.000022 18674.361825795611367 0.014001 18673.577510619448731 0.0000000000
  48 1.21250E+18 0.000000000000000 0.001565 0.191407 18663.843154931390018 0.177413 18663.841783904295880 0.000000 14654.053392169031213 0.000022 18664.638291862855112 0.013994 18663.843153120567877 0.0000000000
  49 1.23750E+18 0.000000000000000 0.001589 0.191308 18654.243714482698124 0.177322 18654.242323530594149 0.000000 14641.619193384052778 0.000022 18655.049832514494483 0.013986 18654.243712645493360 0.0000000000
  50 1.26250E+18 0.000000000000000 0.001613 0.191210 18644.780772720521782 0.177232 18644.779361550707108 0.000000 14629.278183163627546 0.000023 18645.598031343088223 0.013979 18644.780770856588788 0.0000000000
  51 1.28750E+18 0.000000000000000 0.001637 0.191115 18635.454607326002588 0.177143 18635.453175642131100 0.000000 14617.031110207773963 0.000023 18636.283168327987369 0.013971 18635.454605434930272 0.0000000000
  52 1.31250E+18 0.000000000000000 0.001661 0.191020 18626.264457466550084 0.177056 18626.263004968677706 0.000000 14604.877865433649276 0.000023 18627.104484510553448 0.013964 18626.264455547945545 0.0000000000
  53 1.33750E+18 0.000000000000000 0.001686 0.190927 18617.208739661269647 0.176970 18617.207266045839788 0.000000 14592.817657384866834 0.000024 18618.060398294306651 0.013957 18617.208737714725430 0.0000000000
  54 1.36250E+18 0.000000000000000 0.001712 0.190835 18608.306259004431922 0.176885 18608.304763962623838 0.000000 14580.865890653916722 0.000024 18609.169719283268932 0.013950 18608.306257029540575 0.0000000000
  55 1.38750E+18 0.000000000000000 0.001737 0.190744 18599.511670263724227 0.176801 18599.510153486527997 0.000000 14568.986902360866225 0.000024 18600.387099088125979 0.013943 18599.511668260078295 0.0000000000
  56 1.41250E+18 0.000000000000000 0.001764 0.190655 18590.843507384091936 0.176719 18590.841968557171640 0.000000 14557.195835530646946 0.000025 18591.731076059557381 0.013936 18590.843505351283966 0.0000000000
  57 1.43750E+18 0.000000000000000 0.001790 0.190567 18582.298428273217723 0.176638 18582.296867078592186 0.000000 14545.490404199714249 0.000025 18583.198309783932928 0.013929 18582.298426210814796 0.0000000000
  58 1.46250E+18 0.000000000000000 0.001817 0.190481 18573.891905119631701 0.176558 18573.890321234051953 0.000000 14533.883267264829556 0.000025 18574.804276597893477 0.013923 18573.891903027211811 0.0000000000
  59 1.48750E+18 0.000000000000000 0.001844 0.190395 18565.581770848275482 0.176479 18565.580163948041445 0.000000 14522.341219726296913 0.000026 18566.506806634220993 0.013916 18565.581768725383881 0.0000000000
  60 1.51250E+18 0.000000000000000 0.001872 0.190311 18557.402002891794837 0.176401 18557.400372646290634 0.000000 14510.891601422154054 0.000026 18558.339884097538743 0.013910 18557.402000738034985 0.0000000000
  61 1.53750E+18 0.000000000000000 0.001900 0.190227 18549.312116491226334 0.176324 18549.310462569206720 0.000000 14499.502517446833735 0.000026 18550.263021076389123 0.013903 18549.312114306121657 0.0000000000
  62 1.56250E+18 0.000000000000000 0.001928 0.190145 18541.344365460383415 0.176249 18541.342687523672794 0.000000 14488.199899234448822 0.000027 18542.308477657275944 0.013897 18541.344363243500993 0.0000000000
  63 1.58750E+18 0.000000000000000 0.001957 0.190064 18533.460039305122336 0.176174 18533.458337014857534 0.000000 14476.953240055852802 0.000027 18534.437541090926970 0.013890 18533.460037056043802 0.0000000000
  64 1.61250E+18 0.000000000000000 0.001986 0.189984 18525.689826902944333 0.176100 18525.688099913153565 0.000000 14465.787194192282186 0.000028 18526.680906481436978 0.013884 18525.689824621167645 0.0000000000
  65 1.63750E+18 0.000000000000000 0.002016 0.189905 18518.012981609826966 0.176027 18518.011229572221055 0.000000 14454.685511678522744 0.000028 18519.017826751056418 0.013878 18518.012979294919205 0.0000000000
  66 1.66250E+18 0.000000000000000 0.002046 0.189826 18510.410290193907713 0.175954 18510.408512757669087 0.000000 14443.633155355973940 0.000028 18511.429088467117253 0.013872 18510.410287845392304 0.0000000000
  67 1.68750E+18 0.000000000000000 0.002076 0.189749 18502.910478973757563 0.175883 18502.908675780992780 0.000000 14432.653177020863950 0.000029 18503.943424385488470 0.013866 18502.910476591168845 0.0000000000
  68 1.71250E+18 0.000000000000000 0.002107 0.189673 18495.494245929865428 0.175813 18495.492416620058066 0.000000 14421.730445730470819 0.000029 18496.541532050141541 0.013860 18495.494243512712274 0.0000000000
  69 1.73750E+18 0.000000000000000 0.002139 0.189597 18488.158551670330780 0.175743 18488.156695878831670 0.000000 14410.862747567620318 0.000030 18489.220374488300877 0.013854 18488.158549218140251 0.0000000000
  70 1.76250E+18 0.000000000000000 0.002170 0.189522 18480.885998222634953 0.175674 18480.884115582022787 0.000000 14400.036451904867135 0.000030 18481.962553226323507 0.013848 18480.885995734919561 0.0000000000
  71 1.78750E+18 0.000000000000000 0.002203 0.189448 18473.703022870573477 0.175606 18473.701113006165542 0.000000 14389.272744597163182 0.000031 18474.794511997199152 0.013842 18473.703020346820267 0.0000000000
  72 1.81250E+18 0.000000000000000 0.002235 0.189374 18466.592167499944480 0.175538 18466.590230034213164 0.000000 14378.557929374208470 0.000031 18467.698792627179500 0.013836 18466.592164939662325 0.0000000000
  73 1.83750E+18 0.000000000000000 0.002268 0.189302 18459.550854063902079 0.175471 18459.548888614928728 0.000000 14367.890125236794120 0.000031 18460.672819361421716 0.013831 18459.550851466603490 0.0000000000
  74 1.86250E+18 0.000000000000000 0.002302 0.189230 18452.576617864146101 0.175405 18452.574624045519158 0.000000 14357.267532923526232 0.000032 18453.714129333817255 0.013825 18452.576615229321760 0.0000000000
  75 1.88750E+18 0.000000000000000 0.002336 0.189158 18445.667101579776499 0.175339 18445.665079000536934 0.000000 14346.688432636854486 0.000032 18446.820367695207096 0.013819 18445.667098906877072 0.0000000000
  76 1.91250E+18 0.000000000000000 0.002371 0.189088 18438.820051432179753 0.175274 18438.817999696802872 0.000000 14336.151180321503489 0.000033 18439.989282901558909 0.013814 18438.820048720688646 0.0000000000
  77 1.93750E+18 0.000000000000000 0.002406 0.189018 18432.045843451294786 0.175210 18432.043762158162281 0.000000 14325.664150649930889 0.000033 18433.231254991940659 0.013808 18432.045840700662666 0.0000000000
  78 1.96250E+18 0.000000000000000 0.002441 0.188948 18425.317104104869941 0.175146 18425.314992850526323 0.000000 14315.205746509960591 0.000034 18426.518908902835392 0.013803 18425.317101314587489 0.0000000000
  79 1.98750E+18 0.000000000000000 0.002477 0.188879 18418.644667425032821 0.175082 18418.642525799790747 0.000000 14304.784696117474596 0.000034 18419.863082770745677 0.013797 18418.644664594576170 0.0000000000
  80 2.01250E+18 0.000000000000000 0.002514 0.188811 18412.026659708666557 0.175019 18412.024487297963788 0.000000 14294.399635113139084 0.000035 18413.261905775707419 0.013792 18412.026656837471819 0.0000000000
  81 2.03750E+18 0.000000000000000 0.002551 0.188743 18405.461294029577402 0.174957 18405.459090413940430 0.000000 14284.049261824337009 0.000035 18406.713592883836100 0.013786 18405.461291117069777 0.0000000000
  82 2.06250E+18 0.000000000000000 0.002588 0.188676 18398.958240613999806 0.174895 18398.956005367592297 0.000000 14273.741359620700678 0.000036 18400.227818617862795 0.013781 18398.958237659615406 0.0000000000
  83 2.08750E+18 0.000000000000000 0.002626 0.188609 18392.492876253643772 0.174834 18392.490608948366571 0.000000 14263.456500308077011 0.000036 18393.779958535855258 0.013776 18392.492873256822350 0.0000000000
  84 2.11250E+18 0.000000000000000 0.002665 0.188543 18386.075270880264725 0.174773 18386.072971081492142 0.000000 14253.202777637858162 0.000037 18387.380087364279461 0.013770 18386.075267840438755 0.0000000000
  85 2.13750E+18 0.000000000000000 0.002704 0.188477 18379.714708360377699 0.174712 18379.712375626946596 0.000000 14242.987652241077740 0.000037 18381.037492608036700 0.013765 18379.714705276972381 0.0000000000
  86 2.16250E+18 0.000000000000000 0.002744 0.188412 18373.388003743322770 0.174652 18373.385637631508871 0.000000 14232.792831223949179 0.000038 18374.728988696351735 0.013760 18373.388000615712372 0.0000000000
  87 2.18750E+18 0.000000000000000 0.002784 0.188347 18367.115222388969414 0.174592 18367.112822447044891 0.000000 14222.634317971373093 0.000038 18368.474646971553739 0.013754 18367.115219216590049 0.0000000000
  88 2.21250E+18 0.000000000000000 0.002825 0.188282 18360.874019918086560 0.174533 18360.871585691598739 0.000000 14212.494482464404427 0.000039 18362.252122279704054 0.013749 18360.874016700308857 0.0000000000
  89 2.23750E+18 0.000000000000000 0.002866 0.188218 18354.683869862965366 0.174474 18354.681400889319775 0.000000 14202.388848216607585 0.000040 18356.080894068563794 0.013744 18354.683866599203611 0.0000000000
  90 2.26250E+18 0.000000000000000 0.002908 0.188154 18348.523242386232596 0.174416 18348.520738199964399 0.000000 14192.300428842676411 0.000040 18349.939432030940225 0.013739 18348.523239075850142 0.0000000000
  91 2.28750E+18 0.000000000000000 0.002950 0.188091 18342.411025027304277 0.174357 18342.408485154657683 0.000000 14182.244272761445245 0.000041 18343.846629640363972 0.013734 18342.411021669682668 0.0000000000
  92 2.31250E+18 0.000000000000000 0.002993 0.188028 18336.336083627058542 0.174300 18336.333507589908550 0.000000 14172.211628862651196 0.000041 18337.791353884193086 0.013728 18336.336080221557495 0.0000000000
  93 2.33750E+18 0.000000000000000 0.003037 0.187966 18330.287893692882790 0.174242 18330.285281008716993 0.000000 14162.194230562068697 0.000042 18331.763081341934594 0.013723 18330.287890238869295 0.0000000000
  94 2.36250E+18 0.000000000000000 0.003081 0.187903 18324.284581392403197 0.174185 18324.281931570163579 0.000000 14152.206509311305126 0.000042 18325.779944437792437 0.013718 18324.284577889207867 0.0000000000
  95 2.38750E+18 0.000000000000000 0.003126 0.187842 18318.315598597862845 0.174128 18318.312911141929362 0.000000 14142.240172763020382 0.000043 18319.831396155492257 0.013713 18318.315595044849033 0.0000000000
  96 2.41250E+18 0.000000000000000 0.003171 0.187780 18312.380045542056905 0.174072 18312.377319950803212 0.000000 14132.294572667917237 0.000044 18313.916539721274603 0.013708 18312.380041938533395 0.0000000000
  97 2.43750E+18 0.000000000000000 0.003217 0.187719 18306.468110020265158 0.174016 18306.465345787386468 0.000000 14122.362000289134812 0.000044 18308.025564090694388 0.013703 18306.468106365580752 0.0000000000
  98 2.46250E+18 0.000000000000000 0.003264 0.187658 18300.596977276065445 0.173960 18300.594173886391218 0.000000 14112.456124033773449 0.000045 18302.175660913184402 0.013698 18300.596973569543479 0.0000000000
  99 2.48750E+18 0.000000000000000 0.003311 0.187598 18294.756797168938647 0.173905 18294.753954102401622 0.000000 14102.569199859801301 0.000045 18296.356981405726401 0.013693 18294.756793409862439 0.0000000000
 100 2.51250E+18 0.000000000000000 0.003359 0.187537 18288.946811195412010 0.173849 18288.943927925702155 0.000000 14092.700681785119741 0.000046 18290.568770015415794 0.013688 18288.946807383119449 0.0000000000
 101 2.53750E+18 0.000000000000000 0.003407 0.187477 18283.166291240195278 0.173794 18283.163367234552425 0.000000 14082.850046637366177 0.000047 18284.810301803190669 0.013683 18283.166287373958767 0.0000000000
 102 2.56250E+18 0.000000000000000 0.003456 0.187418 18277.414540743964608 0.173740 18277.411575463196641 0.000000 14073.016793274477095 0.000047 18279.080883292139333 0.013678 18277.414536823056551 0.0000000000
 103 2.58750E+18 0.000000000000000 0.003506 0.187358 18271.690888592445845 0.173685 18271.687881490805012 0.000000 14063.200439544363689 0.000048 18273.379846735730098 0.013673 18271.690884616145922 0.0000000000
 104 2.61250E+18 0.000000000000000 0.003557 0.187299 18265.994690268271370 0.173631 18265.991640793410625 0.000000 14053.400522576483127 0.000049 18267.706550372273341 0.013668 18265.994686235870176 0.0000000000
 105 2.63750E+18 0.000000000000000 0.003608 0.187240 18260.325328800074203 0.173577 18260.322236392908962 0.000000 14043.616599061031593 0.000049 18262.060380859798897 0.013663 18260.325324710818677 0.0000000000
 106 2.66250E+18 0.000000000000000 0.003660 0.187182 18254.682209619266359 0.173524 18254.679073713894468 0.000000 14033.848242480184126 0.000050 18256.440746838390623 0.013658 18254.682205472388887 0.0000000000
 107 2.68750E+18 0.000000000000000 0.003712 0.187123 18249.064761239267682 0.173470 18249.061581262962136 0.000000 14024.095042048717005 0.000051 18250.847079863866384 0.013653 18249.064757034033391 0.0000000000
 108 2.71250E+18 0.000000000000000 0.003766 0.187065 18243.472432183960336 0.173417 18243.469207556961919 0.000000 14014.356602719348302 0.000052 18245.278832268322731 0.013648 18243.472427919557958 0.0000000000
 109 2.73750E+18 0.000000000000000 0.003820 0.187008 18237.904694765096792 0.173364 18237.901424900646816 0.000000 14004.632545452779596 0.000052 18239.735479594342905 0.013643 18237.904690440784179 0.0000000000
 110 2.76250E+18 0.000000000000000 0.003874 0.186950 18232.361038937131525 0.173311 18232.357723241319036 0.000000 13994.922504327549177 0.000053 18234.216514897852903 0.013639 18232.361034552130150 0.0000000000
 111 2.78750E+18 0.000000000000000 0.003930 0.186893 18226.848471468536445 0.173259 18226.845109338810289 0.000000 13985.232050863838595 0.000054 18228.728950663527939 0.013634 18226.848467022024124 0.0000000000
 112 2.81250E+18 0.000000000000000 0.003986 0.186836 18221.351425946508243 0.173207 18221.348016775766155 0.000000 13975.548920021015874 0.000055 18223.257220165432955 0.013629 18221.351421437670069 0.0000000000
 113 2.83750E+18 0.000000000000000 0.004043 0.186779 18215.877043863813014 0.173155 18215.873587036181561 0.000000 13965.878787595072936 0.000055 18217.808470415122429 0.013624 18215.877039291852270 0.0000000000
 114 2.86250E+18 0.000000000000000 0.004101 0.186722 18210.424884103955264 0.173103 18210.421378996030398 0.000000 13956.221337564500573 0.000056 18212.382263899853569 0.013619 18210.424879468020663 0.0000000000
 115 2.88750E+18 0.000000000000000 0.004159 0.186665 18204.994523960736842 0.173051 18204.990969941551157 0.000000 13946.576266128817224 0.000057 18206.978181341546588 0.013614 18204.994519260009838 0.0000000000
 116 2.91250E+18 0.000000000000000 0.004218 0.186609 18199.592649342328514 0.173000 18199.589045771786914 0.000000 13936.948880574880604 0.000058 18201.602914318042167 0.013609 18199.592644575954182 0.0000000000
 117 2.93750E+18 0.000000000000000 0.004278 0.186553 18194.204577292450267 0.172949 18194.200923525502731 0.000000 13927.327617601033126 0.000058 18196.241779945074086 0.013604 18194.204572459573683 0.0000000000
 118 2.96250E+18 0.000000000000000 0.004339 0.186497 18188.837118732019007 0.172898 18188.833414114320476 0.000000 13917.717881402062631 0.000059 18190.901594547391142 0.013600 18188.837113831759780 0.0000000000
 119 2.98750E+18 0.000000000000000 0.004401 0.186442 18183.496798135136487 0.172847 18183.493042002952279 0.000000 13908.124845479165742 0.000060 18185.588888638667413 0.013595 18183.496793166625139 0.0000000000
 120 3.01250E+18 0.000000000000000 0.004463 0.186386 18178.169377987527696 0.172796 18178.165569671888079 0.000000 13898.537301470258171 0.000061 18180.289424563870853 0.013590 18178.169372949862009 0.0000000000
 121 3.03750E+18 0.000000000000000 0.004526 0.186331 18172.868287071451050 0.172746 18172.864425892366853 0.000000 13888.965866318678309 0.000062 18175.016638726901874 0.013585 18172.868281963757909 0.0000000000
 122 3.06250E+18 0.000000000000000 0.004590 0.186276 18167.579527335030434 0.172696 18167.575612607091898 0.000000 13879.399522991485355 0.000063 18169.756533425173984 0.013580 18167.579522156371240 0.0000000000
 123 3.08750E+18 0.000000000000000 0.004655 0.186221 18162.309654873824911 0.172645 18162.305685901814286 0.000000 13869.843464666811997 0.000064 18164.515670412394684 0.013576 18162.309649623257428 0.0000000000
 124 3.11250E+18 0.000000000000000 0.004721 0.186166 18157.064944563302561 0.172596 18157.060920642103156 0.000000 13860.302658471600807 0.000064 18159.300330797090282 0.013571 18157.064939239917294 0.0000000000
 125 3.13750E+18 0.000000000000000 0.004788 0.186112 18151.831828067621245 0.172546 18151.827748486448399 0.000000 13850.766428786741017 0.000065 18154.096946189180017 0.013566 18151.831822670486872 0.0000000000
 126 3.16250E+18 0.000000000000000 0.004855 0.186057 18146.623171941369947 0.172496 18146.619035977786552 0.000000 13841.244935767492279 0.000066 18148.918391371069447 0.013561 18146.623166469507851 0.0000000000
 127 3.18750E+18 0.000000000000000 0.004924 0.186003 18141.425639260818571 0.172447 18141.421446186584944 0.000000 13831.727688656910686 0.000067 18143.751329559250735 0.013556 18141.425633713264688 0.0000000000
 128 3.21250E+18 0.000000000000000 0.004993 0.185949 18136.251902797943330 0.172398 18136.247651872949064 0.000000 13822.224688904048890 0.000068 18138.608441625125124 0.013551 18136.251897173722682 0.0000000000
 129 3.23750E+18 0.000000000000000 0.005064 0.185895 18131.088852624547144 0.172349 18131.084543102653697 0.000000 13812.725627833475301 0.000069 18133.476618101220083 0.013547 18131.088846922637458 0.0000000000
 130 3.26250E+18 0.000000000000000 0.005135 0.185842 18125.948967847099993 0.172300 18125.944598970101652 0.000000 13803.240348738745524 0.000070 18128.368346264705906 0.013542 18125.948962066533568 0.0000000000
 131 3.28750E+18 0.000000000000000 0.005207 0.185788 18120.819365236184240 0.172251 18120.814936239647068 0.000000 13793.758723214166821 0.000071 18123.270743119097460 0.013537 18120.819359375938802 0.0000000000
 132 3.31250E+18 0.000000000000000 0.005280 0.185735 18115.712326749959175 0.172203 18115.707836857051007 0.000000 13784.290435292377879 0.000072 18118.196099557637353 0.013532 18115.712320808968798 0.0000000000
 133 3.33750E+18 0.000000000000000 0.005354 0.185682 18110.621346449159319 0.172154 18110.616794875186315 0.000000 13774.830375467750855 0.000073 18113.137911190184241 0.013527 18110.621340426405368 0.0000000000
 134 3.36250E+18 0.000000000000000 0.005429 0.185628 18105.540056132129394 0.172106 18105.535442084361421 0.000000 13765.373550072603393 0.000074 18108.089813197846524 0.013523 18105.540050026556855 0.0000000000
