InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





One-dimensional model
Timestep=  12000
j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
   0 1.25000E+16 0.000000000000000 0.390552 0.097004 9736.094746659859084 0.092547 9735.915034996607574 0.000000 8097.125046127993301 0.002876 9804.815052896810812 0.004456 9736.094619041448823 0.0000000000
   1 3.75000E+16 0.000000000000000 0.393766 0.098784 9917.076536241289432 0.094267 9916.891961695073405 0.000000 8250.144852212002661 0.002953 9987.939823962897208 0.004515 9917.076403092589317 0.0000000000
   2 6.25000E+16 0.000000000000000 0.396992 0.100542 10096.097036003842732 0.095969 10095.907574087561443 0.000000 8401.499743477677839 0.003032 10169.112788559994442 0.004572 10096.096897212646581 0.0000000000
   3 8.75000E+16 0.000000000000000 0.400229 0.102279 10272.994754257340901 0.097650 10272.800384248746923 0.000000 8551.050730313165332 0.003110 10348.170719117239059 0.004627 10272.994609716561172 0.0000000000
   4 1.12500E+17 0.000000000000000 0.403478 0.103992 10447.609661409593173 0.099310 10447.410366442800296 0.000000 8698.660185840284612 0.003189 10524.951812275188786 0.004680 10447.609511017695695 0.0000000000
   5 1.37500E+17 0.000000000000000 0.406737 0.105680 10619.784344389716352 0.100947 10619.580111524372114 0.000000 8844.192826421898644 0.003268 10699.296854624288244 0.004731 10619.784188051131423 0.0000000000
   6 1.62500E+17 0.000000000000000 0.410008 0.107341 10789.365096137707951 0.102559 10789.155916405914468 0.000000 8987.516631806787700 0.003347 10871.050321704937232 0.004780 10789.364933763219597 0.0000000000
   7 1.87500E+17 0.000000000000000 0.413289 0.108974 10956.202956893082956 0.104144 10955.988825323905985 0.000000 9128.503727576015081 0.003426 11040.061429116711224 0.004827 10956.202788400167265 0.0000000000
   8 2.12500E+17 0.000000000000000 0.416580 0.110577 11120.154595151871035 0.105703 11119.935510775403600 0.000000 9267.031130985556956 0.003506 11206.185024213518773 0.004872 11120.154420465003568 0.0000000000
   9 2.37500E+17 0.000000000000000 0.419881 0.112149 11281.083219698315588 0.107233 11280.859185527897353 0.000000 9402.981518326008882 0.003585 11369.282506932715478 0.004915 11281.083038749264233 0.0000000000
  10 2.62500E+17 0.000000000000000 0.423191 0.113689 11438.859296586728306 0.108732 11438.630319582016455 0.000000 9536.243831697571295 0.003664 11529.222556330454609 0.004955 11438.859109314760644 0.0000000000
  11 2.87500E+17 0.000000000000000 0.426511 0.115196 11593.361157362985978 0.110201 11593.127248375443742 0.000000 9666.713788350487448 0.003743 11685.881745742113708 0.004993 11593.360963715036632 0.0000000000
  12 3.12500E+17 0.000000000000000 0.429840 0.116668 11744.475512271354091 0.111637 11744.236685973284693 0.000000 9794.294313273303487 0.003822 11839.145064960581294 0.005029 11744.475312202197529 0.0000000000
  13 3.37500E+17 0.000000000000000 0.433178 0.118105 11892.097809406746819 0.113040 11891.854084206419429 0.000000 9918.895836746138230 0.003900 11988.906283887919926 0.005062 11892.097602879091937 0.0000000000
  14 3.62500E+17 0.000000000000000 0.436524 0.119505 12036.132515253581005 0.114410 12035.883913197585571 0.000000 10040.436528054042356 0.003978 12135.068239927348259 0.005093 12036.132302238100237 0.0000000000
  15 3.87500E+17 0.000000000000000 0.439878 0.120868 12176.493262078669432 0.115744 12176.239808743966933 0.000000 10158.842415090704890 0.004056 12277.542989657073122 0.005122 12176.493042554096974 0.0000000000
  16 4.12500E+17 0.000000000000000 0.443240 0.122193 12313.102959226740495 0.117042 12312.844683602723308 0.000000 10274.047471712570768 0.004133 12416.251924142807184 0.005148 12313.102733179788629 0.0000000000
  17 4.37500E+17 0.000000000000000 0.446609 0.123479 12445.893817220157871 0.118304 12445.630751582493758 0.000000 10385.993634185007977 0.004209 12551.125797000197053 0.005172 12445.893584645484225 0.0000000000
  18 4.62500E+17 0.000000000000000 0.449985 0.124726 12574.807350277011210 0.119530 12574.539530053581984 0.000000 10494.630794880453323 0.004285 12682.104730315037159 0.005194 12574.807111177195111 0.0000000000
  19 4.87500E+17 0.000000000000000 0.453368 0.125934 12699.794383697171725 0.120718 12699.521847325755516 0.000000 10599.916803650330621 0.004361 12809.138225090586275 0.005213 12699.794138082512291 0.0000000000
  20 5.12500E+17 0.000000000000000 0.456757 0.127101 12820.815042000329413 0.121868 12820.537830778546777 0.000000 10701.817451560880727 0.004436 12932.185153385160447 0.005230 12820.814789888750965 0.0000000000
  21 5.37500E+17 0.000000000000000 0.460152 0.128228 12937.838788877210391 0.122981 12937.556946803348183 0.000000 10800.306495549202737 0.004510 13051.213801501067792 0.005245 12937.838530294033262 0.0000000000
  22 5.62500E+17 0.000000000000000 0.463553 0.129315 13050.844447935796779 0.124055 13050.558021540948175 0.000000 10895.365673573336608 0.004583 13166.201894937328689 0.005257 13050.844182913551776 0.0000000000
  23 5.87500E+17 0.000000000000000 0.466959 0.130361 13159.820258008578094 0.125091 13159.529296179120138 0.000000 10986.984741369591575 0.004656 13277.136657599547107 0.005268 13159.819986586713640 0.0000000000
  24 6.12500E+17 0.000000000000000 0.470369 0.131367 13264.763911581059801 0.126088 13264.468465371843195 0.000000 11075.161501056751149 0.004728 13384.014854188440950 0.005276 13264.763633805634527 0.0000000000
  25 6.37500E+17 0.000000000000000 0.473784 0.132332 13365.682571075600208 0.127047 13365.382693514196944 0.000000 11159.901807774765985 0.004798 13486.842810123498566 0.005282 13365.682286998962809 0.0000000000
  26 6.62500E+17 0.000000000000000 0.477203 0.133257 13462.592838807189764 0.127969 13462.288584690155403 0.000000 11241.219540330752352 0.004868 13585.636385267906007 0.005285 13462.592548487607928 0.0000000000
  27 6.87500E+17 0.000000000000000 0.480626 0.134142 13555.520679960995039 0.128852 13555.212105643293398 0.000000 11319.136529435440025 0.004938 13680.420899093534899 0.005287 13555.520383462262544 0.0000000000
  28 7.12500E+17 0.000000000000000 0.484052 0.134987 13644.501258419029909 0.129698 13644.188421598566492 0.000000 11393.682416116851527 0.005006 13771.230968885232869 0.005287 13644.500955809999141 0.0000000000
