InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





One-dimensional model
Timestep=  12000
j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
  83 2.08750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  84 2.11250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  85 2.13750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  86 2.16250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  87 2.18750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  88 2.21250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  89 2.23750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  90 2.26250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  91 2.28750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  92 2.31250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  93 2.33750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  94 2.36250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  95 2.38750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  96 2.41250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  97 2.43750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  98 2.46250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
  99 2.48750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 100 2.51250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 101 2.53750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 102 2.56250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 103 2.58750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 104 2.61250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 105 2.63750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 106 2.66250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 107 2.68750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 108 2.71250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 109 2.73750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 110 2.76250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 111 2.78750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 112 2.81250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 113 2.83750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 114 2.86250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 115 2.88750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 116 2.91250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 117 2.93750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 118 2.96250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 119 2.98750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 120 3.01250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 121 3.03750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 122 3.06250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 123 3.08750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 124 3.11250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 125 3.13750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 126 3.16250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 127 3.18750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 128 3.21250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 129 3.23750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 130 3.26250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 131 3.28750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 132 3.31250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 133 3.33750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 134 3.36250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 135 3.38750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 136 3.41250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 137 3.43750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 138 3.46250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 139 3.48750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 140 3.51250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 141 3.53750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 142 3.56250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 143 3.58750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 144 3.61250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 145 3.63750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 146 3.66250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 147 3.68750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 148 3.71250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 149 3.73750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 150 3.76250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 151 3.78750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 152 3.81250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 153 3.83750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 154 3.86250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 155 3.88750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 156 3.91250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 157 3.93750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 158 3.96250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 159 3.98750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 160 4.01250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 161 4.03750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 162 4.06250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 163 4.08750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 164 4.11250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 165 4.13750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 166 4.16250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 167 4.18750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 168 4.21250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 169 4.23750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 170 4.26250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 171 4.28750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 172 4.31250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 173 4.33750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 174 4.36250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 175 4.38750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 176 4.41250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 177 4.43750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 178 4.46250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 179 4.48750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 180 4.51250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 181 4.53750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 182 4.56250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 183 4.58750E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
 184 4.61250E+18 0.000000000000000 0.000000     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan    -nan     -nan
