EH[3] Te[3] dEH[3] EH[3] Te[3] dEH[3]





One-dimensional model
Timestep=  12000
j, (j+.5)*DNHI, y1H[j], y1He[j], EH[j], Te[j], EHII[j], THII[j], dEH[j], tauHIIe[j]
  61 1.53750E+18 0.000000000000000 0.000000 0.289018 14089.285013265936868 0.133929 14089.285013266106034 0.0000000000000000000000000000000021995707320726234848286752239505142244997014622107171524143476935118 -0.0000000000000000000000000000083686796041266521396874992759134050400696374911731657946544757074956346
  62 1.56250E+18 0.000000000000000 0.000000 0.289473 14111.473099366907263 0.134139 14111.473099367076429 0.0000000000000000000000000000000022576331100799424664902282296963937037913052672727062093639204274227 -0.0000000000000000000000000000082656768497264410039773907989168050609147835443151006256195482475325588
  63 1.58750E+18 0.000000000000000 0.000000 0.289915 14133.033453633317549 0.134344 14133.033453633484896 0.0000000000000000000000000000000023173222995872910463582955207484431153606724291610703942782882235057 -0.0000000000000000000000000000082530673188910110896081762447138175892922333904257038863482737647179895
  64 1.61250E+18 0.000000000000000 0.000000 0.290346 14154.013870033568310 0.134544 14154.013870033735657 0.0000000000000000000000000000000023786836706393765277061934592565750746518496909780465025440646766688 -0.0000000000000000000000000000082408338428947621801086198611991789053121640057253479133064809969739845
  65 1.63750E+18 0.000000000000000 0.000000 0.290764 14174.419561572094608 0.134738 14174.419561572258317 0.0000000000000000000000000000000024417638850071053357888111111323914265375066242093683897098167148712 -0.0000000000000000000000000000080500795668402025249053633696841578456494421019260667777319841008077658
  66 1.66250E+18 0.000000000000000 0.000000 0.291172 14194.281218661701132 0.134927 14194.281218661863022 0.0000000000000000000000000000000025066109329407635329857932942063247323512731388235892587339758491503 -0.0000000000000000000000000000079494951475111688961060822851394058962472354501471238096938072948287878
  67 1.68750E+18 0.000000000000000 0.000000 0.291568 14213.625871298705533 0.135111 14213.625871298865604 0.0000000000000000000000000000000025732741709738222260277867925140168359463627943575022915354697373084 -0.0000000000000000000000000000078494773301426770971739385847249701872473590011243790465208808402461243
  68 1.71250E+18 0.000000000000000 0.000000 0.291955 14232.446305346786176 0.135289 14232.446305346946247 0.0000000000000000000000000000000026418043608117044672760682401641637674124339926595528792558578459140 -0.0000000000000000000000000000078390974862820795305794718395400486607524021373602140397049663992331748
  69 1.73750E+18 0.000000000000000 0.000000 0.292331 14250.778887500360725 0.135464 14250.778887500522615 0.0000000000000000000000000000000027122537093329138930502409120991923228430896071912345066985063728938 -0.0000000000000000000000000000079179791196628555504161352299020751047652037930504556267621368330113702
  70 1.76250E+18 0.000000000000000 0.000000 0.292697 14268.634779034586245 0.135633 14268.634779034744497 0.0000000000000000000000000000000027846759097381839711316957362310562249869963106734489995541117850596 -0.0000000000000000000000000000077303610436288834700053913485183666446667206708054748176301783176122537
  71 1.78750E+18 0.000000000000000 0.000000 0.293054 14286.021920899134784 0.135799 14286.021920899296674 0.0000000000000000000000000000000028591261838777908274366673332228911143247397950462982533517468113008 -0.0000000000000000000000000000078984457881231046691167416822382669183025829208339837008220364678400746
  72 1.81250E+18 0.000000000000000 0.000000 0.293401 14302.976520429370794 0.135960 14302.976520429527227 0.0000000000000000000000000000000029356613257934049104573558297822426156747606915202307475949065621985 -0.0000000000000000000000000000076231589048342056427405528799310452576871081768746075724828243098662232
  73 1.83750E+18 0.000000000000000 0.000000 0.293740 14319.498986481041356 0.136117 14319.498986481201428 0.0000000000000000000000000000000030143397465093815570065557452354335022961822781942004040368147866661 -0.0000000000000000000000000000077914411782996620270554545836699801179528201099510762742602381215051386
  74 1.86250E+18 0.000000000000000 0.000000 0.294071 14335.615346818722173 0.136270 14335.615346818874968 0.0000000000000000000000000000000030952215201074640784063622539289881621439511474617329092458807438162 -0.0000000000000000000000000000074289236298765694258073089865155764283288137010302039415829978507511655
  75 1.88750E+18 0.000000000000000 0.000000 0.294393 14351.325110460456926 0.136419 14351.325110460611540 0.0000000000000000000000000000000031783684311237700043812383661293260927225352133123047948143505976401 -0.0000000000000000000000000000074207915143095687032294595251044106549731683390269689498913420184170359
  76 1.91250E+18 0.000000000000000 0.000000 0.294707 14366.641342890488886 0.136565 14366.641342890641681 0.0000000000000000000000000000000032638440233063854502725141474288200990592897920950616579681549953435 -0.0000000000000000000000000000074128802311547055237520080608237831398198626816153050656304298954683699
  77 1.93750E+18 0.000000000000000 0.000000 0.295014 14381.591971006022504 0.136707 14381.591971006169842 0.0000000000000000000000000000000033517136497712080033117226027798601859943439155612447265894469442689 -0.0000000000000000000000000000071407035440183411243465726406123574914024583025303438110078719224182204
  78 1.96250E+18 0.000000000000000 0.000000 0.295313 14396.180301755892287 0.136846 14396.180301756045083 0.0000000000000000000000000000000034420445245964513567110148987296961741363406683620530105146202840573 -0.0000000000000000000000000000073976700323636058427370308902392466657031744316496648250675655341820721
  79 1.98750E+18 0.000000000000000 0.000000 0.295605 14410.424819475139884 0.136981 14410.424819475283584 0.0000000000000000000000000000000035349057758992488649397782268453103026680087915645047641991748619562 -0.0000000000000000000000000000069504552976179017739779483595309958510784452640326401566192788324627124
  80 2.01250E+18 0.000000000000000 0.000000 0.295890 14424.313212197925168 0.137113 14424.313212198072506 0.0000000000000000000000000000000036303685004347336691018782345926514255294486238352547147113507495189 -0.0000000000000000000000000000071195545496852231847338248237783109262382867740615712610398990946897829
  81 2.03750E+18 0.000000000000000 0.000000 0.296169 14437.879761346326632 0.137242 14437.879761346468513 0.0000000000000000000000000000000037285058197610917514843896082398702002026382242696552638656106548011 -0.0000000000000000000000000000068494252305611719839554044787701916941306327240129494047420237101802271
  82 2.06250E+18 0.000000000000000 0.000000 0.296441 14451.139261971729866 0.137368 14451.139261971869928 0.0000000000000000000000000000000038293929380188677146592715545333098018737806593559379159025861693961 -0.0000000000000000000000000000067554080359462756422822633779947820108787766758969668672435392186809763
  83 2.08750E+18 0.000000000000000 0.000000 0.296706 14464.086386603048595 0.137491 14464.086386603188657 0.0000000000000000000000000000000039331072013655632665296886342292625635622274001458968209858752604605 -0.0000000000000000000000000000067493611203348057866531976641884472788041165240886871195285573534970311
  84 2.11250E+18 0.000000000000000 0.000000 0.296966 14476.726788714051509 0.137611 14476.726788714189752 0.0000000000000000000000000000000040397281591195947209176656170665761673196900331777305566461590366613 -0.0000000000000000000000000000066558903881331204936056420824491228308951103540859836989095524601040334
  85 2.13750E+18 0.000000000000000 0.000000 0.297219 14489.095508688151313 0.137729 14489.095508688284099 0.0000000000000000000000000000000041493376266563395376662623084140873711073844562440364627342532225899 -0.0000000000000000000000000000063877003078846021706579922673100034612001344659063515052799069686841310
  86 2.16250E+18 0.000000000000000 0.000000 0.297467 14501.187669107983311 0.137844 14501.187669108117916 0.0000000000000000000000000000000042620197501102622625709550373464861669705691860415452393790173055100 -0.0000000000000000000000000000064698035496743113707564130248411735945645420859985005853753485538306266
  87 2.18750E+18 0.000000000000000 0.000000 0.297709 14512.992234487133828 0.137956 14512.992234487266614 0.0000000000000000000000000000000043778610729353483409580187205322774244907931478846685396626790702062 -0.0000000000000000000000000000063771824821821361988173488287741358125096578697299080983977018746851019
  88 2.21250E+18 0.000000000000000 0.000000 0.297946 14524.533431694404499 0.138066 14524.533431694533647 0.0000000000000000000000000000000044969506043742104422937088842368448472340190346856317840729722626212 -0.0000000000000000000000000000061975366738353581775382722385648888947262960355463643693922611555535106
  89 2.23750E+18 0.000000000000000 0.000000 0.298178 14535.824593437022486 0.138173 14535.824593437151634 0.0000000000000000000000000000000046193798898950509448812278740224970457912178775875929863739296599706 -0.0000000000000000000000000000061927225411014175467008405034155245867672729166303887187416478585660195
  90 2.26250E+18 0.000000000000000 0.000000 0.298405 14546.879326037500505 0.138278 14546.879326037626015 0.0000000000000000000000000000000047452430836465831587949795148497877678100696469582657455310287482092 -0.0000000000000000000000000000060137061306440478274678077745692072298466438019479837067162098863165551
  91 2.28750E+18 0.000000000000000 0.000000 0.298626 14557.683842533633651 0.138381 14557.683842533757343 0.0000000000000000000000000000000048746370229971760092571909491439186420603945017371949622956573146757 -0.0000000000000000000000000000059221523631780453578633497104542777896264244048731770955699023903123630
  92 2.31250E+18 0.000000000000000 0.000000 0.298843 14568.265382995678010 0.138482 14568.265382995798063 0.0000000000000000000000000000000050076613052103090191271783615782112112051627659910358372483861449422 -0.0000000000000000000000000000057437964192762339131705115820302389276546843318751133971512678531902065
